fac_type,lic_num,park_num,X,Y
Parking Garage,1155355,225,-73.97728772,40.76433224
Parking Garage,1155370,300,-73.97297648,40.75245653
Parking Lot,1155478,80,-73.98986055,40.75934683
Parking Lot,1155671,54,-73.89521439,40.86102316
Parking Garage,1155791,147,-73.89593941,40.85715034
Parking Lot,1157097,275,-73.9193175,40.79381704
Parking Garage,1157180,140,-73.98599774,40.77136028
Parking Lot,1157522,250,-73.87860283,40.84309035
Parking Garage,1157539,218,-73.95062815,40.78177
Parking Garage,1157547,54,-73.98264495,40.73945867
Parking Garage,1157614,750,-73.98862169,40.6893211
Parking Garage,1157668,23,-74.008889,40.72124219
Parking Lot,1158884,54,-73.99353318,40.73849396
Parking Garage,1159049,196,-73.98213986,40.76556991
Parking Garage,1159260,50,-73.95764675,40.68279561
Parking Garage,1159592,232,-74.008889,40.72124219
Parking Garage,1159595,318,-74.01035597,40.71864812
Parking Garage,1159674,100,-73.92997897,40.85966471
Parking Lot,1159860,16,-73.91450737,40.87101077
Parking Lot,1160254,149,-73.91702302,40.86369453
Parking Lot,1161033,253,-73.999532,40.57630466
Parking Garage,1161319,149,-73.94620878,40.68018288
Garage - Parking Lot Combo,1162793,238,-73.92394888,40.82332856
Parking Lot,1163601,125,-73.93516565,40.80345744
Parking Garage,1163769,191,-73.99943361,40.71564728
Parking Garage,1164348,623,-73.98348428,40.68872067
Parking Lot,1166499,140,-73.9968863,40.75025902
Parking Garage,1166505,90,-73.97583493,40.76043887
Parking Lot,1167112,25,-73.89686664,40.89252768
Parking Garage,1167341,74,-73.92054135,40.74489337
Parking Garage,1168355,120,-73.9968863,40.75025902
Parking Lot,1168823,71,-73.93730519,40.83819545
Parking Lot,1170235,150,-74.00781024,40.71241494
Parking Garage,1171189,988,-74.01355357,40.70825614
Parking Garage,1171216,147,-73.966539,40.78362557
Parking Garage,1171647,135,-73.96224092,40.80524788
Parking Garage,1171649,190,-73.98816104,40.7706754
Parking Garage,1171703,67,-73.98887215,40.73194395
Parking Lot,1171971,143,-73.89600082,40.81506629
Parking Lot,1172285,51,-73.90725751,40.83669264
Parking Garage,1172406,120,-73.98957043,40.70268647
Parking Garage,1172794,95,-73.97392884,40.79556104
Garage - Parking Lot Combo,1174338,100,-73.86603236,40.84071714
Parking Lot,1174372,125,-73.74679789,40.77239842
Parking Garage,1175121,232,-74.01528866,40.71136651
Parking Garage,1175125,371,-74.01544154,40.71445118
Parking Lot,1175517,36,-74.00307186,40.70935929
Parking Lot,1175521,120,-74.00307186,40.70935929
Parking Garage,1175732,79,-74.01440845,40.70817632
Parking Lot,1175736,99,-73.9238921,40.82324871
Parking Garage,1175838,73,-73.96066384,40.7706678
Parking Garage,1176383,201,-73.8723789,40.76341327
Parking Garage,1177260,490,-73.94660458,40.76535053
Parking Lot,1177347,225,-73.84485515,40.85026199
Parking Lot,1177564,42,-73.88798959,40.82060557
Parking Garage,1177630,398,-73.9380095,40.84755643
Parking Garage,1178854,315,-73.97705863,40.75399871
Parking Lot,1179362,28,-73.88825807,40.82042611
Parking Garage,1179523,48,-73.989775,40.76752008
Parking Lot,1179976,100,-73.89438761,40.87079245
Parking Garage,1179983,120,-73.9966915,40.75684077
Parking Garage,1180320,43,-73.9596566,40.78032652
Parking Garage,1180712,86,-73.9861866,40.75197989
Parking Garage,1180717,52,-73.94239553,40.800766
Parking Garage,1180744,36,-73.94594194,40.78207121
Parking Garage,1180977,1500,-73.9968863,40.75025902
Parking Lot,1180979,225,-73.9968863,40.75025902
Parking Garage,1181002,423,-73.98986055,40.75934683
Parking Garage,1181008,255,-73.9968863,40.75025902
Parking Garage,1181079,93,-74.02412924,40.64147417
Parking Lot,1181102,40,-74.008889,40.72124219
Parking Garage,1181103,115,-73.95012444,40.82495421
Parking Lot,1181110,38,-74.01494878,40.70909309
Parking Garage,1181124,116,-73.96194949,40.76781257
Parking Lot,1181309,34,-73.90818022,40.82914739
Parking Garage,1181333,52,-73.97550265,40.79040792
Parking Garage,1181493,100,-73.95918394,40.76920533
Parking Garage,1181507,75,-73.97877619,40.75042407
Parking Lot,1181623,150,-73.9222246,40.83710952
Parking Garage,1181894,63,-73.95028106,40.77550784
Parking Garage,1182190,68,-73.97297648,40.75245653
Parking Garage,1182222,50,-73.94926775,40.68075867
Parking Garage,1182251,155,-73.94350459,40.7877533
Parking Garage,1182377,70,-74.02497705,40.64021071
Parking Garage,1182385,38,-73.98887215,40.73194395
Parking Garage,1182737,500,-73.9968863,40.75025902
Parking Garage,1182751,515,-73.95463838,40.77996679
Parking Garage,1183389,109,-73.94274303,40.78600459
Parking Garage,1183626,31,-73.95828844,40.77299391
Parking Lot,1184053,185,-73.97081563,40.79339102
Parking Garage,1184091,31,-73.9570488,40.7682791
Parking Garage,1184260,41,-74.01636331,40.71667663
Parking Garage,1184264,76,-74.00750118,40.71988025
Parking Garage,1184299,39,-74.02353848,40.64112271
Parking Garage,1184438,200,-74.00825505,40.70768805
Parking Lot,1184568,99,-74.01871423,40.64003325
Parking Lot,1185040,31,-73.93218231,40.84943043
Parking Garage,1185215,1903,-73.87835116,40.7387104
Parking Garage,1185592,51,-74.00232342,40.73301839
Parking Garage,1185631,182,-73.96809182,40.75863022
Parking Lot,1185862,57,-73.97675271,40.7659014
Parking Lot,1186129,25,-73.9968863,40.75025902
Parking Garage,1186204,290,-73.99257179,40.74447055
Parking Lot,1186413,170,-73.99647461,40.76692278
Parking Lot,1186538,105,-73.95918394,40.76920533
Parking Garage,1186692,25,-74.02502936,40.62720439
Parking Garage,1186721,120,-73.98555707,40.73002744
Parking Garage,1187066,147,-73.9918055,40.76761165
Parking Garage,1187112,136,-73.973266,40.76388354
Parking Lot,1187204,63,-73.9255547,40.86291533
Parking Garage,1187231,140,-73.97150402,40.67591863
Parking Garage,1187425,130,-73.93866903,40.74570245
Parking Lot,1187631,53,-73.99247132,40.7286449
Parking Garage,1187632,43,-73.98667358,40.73394198
Parking Garage,1187738,100,-73.89752695,40.86017585
Parking Garage,1187786,123,-74.01568869,40.71769776
Parking Garage,1188120,88,-74.02816042,40.62754347
Parking Garage,1188527,51,-74.17879655,40.56358193
Parking Lot,1188922,118,-73.88816511,40.86410832
Parking Lot,1189161,121,-73.99521381,40.76616123
Parking Lot,1189221,100,-73.90232489,40.67756911
Parking Garage,1189274,95,-73.82855612,40.70828608
Parking Garage,1189587,150,-73.96809182,40.75863022
Parking Garage,1189911,101,-73.8462843,40.72070726
Parking Garage,1189957,96,-73.96744584,40.69604329
Parking Lot,1189991,72,-73.92288764,40.84800973
Parking Garage,1190381,304,-73.94612011,40.80807812
Parking Garage,1190557,95,-73.97480118,40.74761818
Parking Garage,1191060,17,-73.97267878,40.76472329
Parking Garage,1191160,35,-73.97448878,40.74825276
Parking Lot,1191317,75,-73.91003363,40.69899315
Parking Garage,1191722,105,-73.99103818,40.75861378
Parking Garage,1191803,14,-73.95060289,40.77314824
Parking Lot,1192089,50,-74.01210321,40.63606505
Parking Garage,1192245,390,-73.94894567,40.78332126
Parking Garage,1192260,53,-73.9605446,40.77064855
Parking Garage,1192275,35,-74.17877051,40.56349273
Parking Garage,1192284,30,-73.95646401,40.78094705
Parking Garage,1192294,150,-73.96508474,40.7526551
Parking Garage,1192299,32,-74.00687435,40.70850493
Parking Lot,1192326,100,-73.9968863,40.75025902
Parking Garage,1192341,515,-73.97798959,40.71251253
Parking Lot,1192345,50,-73.98289846,40.73914078
Parking Garage,1192349,180,-73.97798959,40.71251253
Parking Garage,1192361,75,-73.9635887,40.75861416
Parking Garage,1192617,163,-74.00534216,40.74986649
Parking Garage,1192853,200,-73.99163649,40.71702324
Parking Garage,1192888,225,-74.01837573,40.63989859
Parking Garage,1192895,66,-73.97870424,40.74597242
Parking Garage,1192922,150,-74.12920293,40.62184135
Parking Garage,1192927,200,-73.97190264,40.79471231
Parking Garage,1192930,50,-73.96945168,40.76014208
Parking Garage,1192937,74,-73.97371051,40.74955321
Parking Garage,1192939,47,-73.9804759,40.74806784
Parking Garage,1192968,180,-73.95644976,40.76706316
Parking Garage,1192969,50,-74.01706865,40.6381605
Parking Garage,1192997,140,-73.99670303,40.71539323
Parking Garage,1193002,159,-73.98486231,40.76009627
Parking Garage,1193087,41,-73.98912866,40.77681114
Parking Garage,1193449,100,-73.93853152,40.79820504
Parking Garage,1193541,155,-73.92580811,40.82636292
Parking Garage,1193976,800,-73.92230656,40.8521352
Parking Lot,1194021,12,-73.83047501,40.84937159
Parking Lot,1194064,48,-73.8996138,40.85991697
Parking Garage,1195420,576,-73.87835116,40.7387104
Parking Lot,1195484,130,-73.97136371,40.760496
Parking Lot,1195532,60,-73.86707172,40.87491698
Parking Lot,1195599,100,-73.98992087,40.69467826
Parking Lot,1195622,80,-73.9898751,40.68994185
Garage - Parking Lot Combo,1196302,25,-73.96618629,40.75794246
Parking Garage,1196436,87,-73.9918055,40.76761165
Parking Garage,1196437,70,-74.02187071,40.63745104
Parking Garage,1196453,94,-73.97549537,40.75784011
Parking Garage,1196462,65,-73.96040546,40.76997757
Parking Garage,1196465,88,-73.96372581,40.79685013
Parking Garage,1196473,94,-73.95866159,40.7765455
Parking Garage,1196478,46,-73.94926558,40.77686875
Parking Lot,1196587,92,-74.008889,40.72124219
Parking Garage,1197266,43,-74.00738919,40.70877511
Parking Garage,1197635,62,-73.9677505,40.7904349
Parking Garage,1198215,98,-74.00742058,40.70720792
Parking Garage,1198454,18,-73.9589969,40.67278598
Parking Garage,1198509,55,-73.99454853,40.73546307
Parking Garage,1198597,150,-73.98203151,40.77264757
Garage - Parking Lot Combo,1199393,126,-73.99648384,40.72575566
Garage - Parking Lot Combo,1199399,212,-73.95062815,40.78177
Parking Lot,1199449,100,-73.9114682,40.82920206
Garage - Parking Lot Combo,1199450,108,-73.95062815,40.78177
Parking Garage,1199914,170,-73.98494553,40.76389591
Parking Garage,1199924,150,-73.97615017,40.7621872
Parking Garage,1199939,250,-73.97308348,40.75108057
Parking Garage,1199948,28,-73.99588471,40.75485046
Parking Garage,1199957,89,-73.97900102,40.76509201
Parking Lot,1200145,218,-73.89046951,40.85232425
Parking Lot,1200151,49,-73.90534116,40.85214567
Parking Garage,1200258,302,-73.98991879,40.75560416
Parking Lot,1200481,75,-73.98202274,40.77074874
Parking Garage,1200887,67,-73.97001484,40.75219906
Parking Lot,1201084,50,-73.99326729,40.74803332
Garage - Parking Lot Combo,1201419,50,-73.9490966,40.65545281
Parking Garage,1201681,150,-73.99608813,40.7223832
Parking Garage,1201685,23,-73.95113255,40.76911519
Parking Lot,1202048,80,-73.89892699,40.869693
Parking Garage,1202311,153,-74.02494906,40.64012328
Parking Garage,1202316,141,-73.98103981,40.74449264
Parking Lot,1202411,105,-74.00307186,40.70935929
Parking Garage,1202660,36,-73.96711711,40.760109
Parking Garage,1202746,160,-73.9762401,40.76481322
Parking Garage,1202769,134,-74.01619698,40.70884841
Parking Garage,1202774,67,-74.00918226,40.70430683
Parking Garage,1202982,158,-73.94197772,40.82283455
Parking Lot,1203107,225,-73.81770717,40.67334524
Parking Lot,1203255,262,-73.8723789,40.76341327
Parking Lot,1203262,323,-73.8723789,40.76341327
Parking Lot,1203270,42,-73.99115086,40.74220426
Parking Lot,1203411,50,-73.78757403,40.69810488
Parking Garage,1203528,80,-73.89887369,40.88473751
Parking Lot,1203781,21,-73.88849326,40.87517375
Parking Garage,1204138,69,-73.8462843,40.72070726
Parking Lot,1204144,100,-73.93866903,40.74570245
Parking Garage,1204173,107,-73.97724266,40.7453173
Parking Lot,1204269,390,-73.85304069,40.74967822
Parking Lot,1204272,225,-73.93866903,40.74570245
Parking Garage,1204520,56,-73.97431555,40.74411982
Parking Garage,1204604,131,-73.966539,40.78362557
Parking Garage,1204606,63,-74.0101996,40.73358645
Parking Garage,1205112,100,-73.97297648,40.75245653
Parking Garage,1205113,124,-73.98338071,40.75583798
Parking Garage,1205557,140,-73.94657684,40.81648846
Parking Garage,1205750,100,-73.99149741,40.77038878
Parking Lot,1205793,100,-73.98062405,40.68695303
Parking Garage,1205833,24,-73.80979666,40.70119265
Parking Garage,1205940,27,-73.99110895,40.73319095
Parking Garage,1206084,450,-73.98895651,40.75326592
Parking Garage,1206731,132,-73.86148085,40.72646492
Parking Lot,1206736,212,-73.93866903,40.74570245
Parking Garage,1206738,358,-73.792821,40.71311535
Parking Garage,1206789,225,-73.96641866,40.76145644
Parking Garage,1206795,100,-73.92062602,40.86215583
Parking Lot,1206949,110,-73.93807955,40.79216868
Parking Garage,1208122,29,-74.00663718,40.70830881
Parking Lot,1208906,100,-73.80979666,40.70119265
Parking Lot,1209226,58,-73.92384137,40.82069641
Garage - Parking Lot Combo,1209360,86,-73.97501676,40.74846935
Parking Garage,1209498,142,-73.98069174,40.74818475
Parking Garage,1209503,150,-73.98194367,40.74650916
Parking Lot,1210590,50,-73.91397448,40.87117947
Parking Garage,1210861,735,-73.97257275,40.740488
Parking Garage,1211704,262,-73.95814177,40.57782035
Parking Garage,1211705,160,-73.99094525,40.69148762
Parking Garage,1211714,349,-73.99094231,40.69519948
Parking Garage,1211996,125,-73.97823299,40.74524297
Parking Garage,1212000,1480,-73.98660142,40.68842036
Parking Lot,1213004,40,-73.93866903,40.74570245
Parking Garage,1213080,87,-74.00970387,40.70651017
Parking Garage,1213303,85,-74.00861748,40.70587078
Parking Garage,1213350,178,-74.0301558,40.61831051
Parking Garage,1213415,130,-73.943208,40.82249573
Parking Garage,1213626,110,-73.8462843,40.72070726
Parking Lot,1213656,60,-73.98292146,40.71034221
Parking Lot,1213660,58,-73.75575332,40.73547284
Parking Lot,1213663,242,-73.98292146,40.71034221
Parking Lot,1213666,315,-73.98292146,40.71034221
Parking Garage,1213801,91,-73.95296668,40.77634498
Parking Garage,1213869,400,-73.97994336,40.77453614
Parking Garage,1214410,55,-74.01464928,40.71961456
Parking Garage,1214412,131,-73.99115012,40.69008228
Parking Lot,1214814,80,-73.93108649,40.85987842
Parking Garage,1215113,530,-73.98785976,40.66735952
Parking Garage,1215447,25,-73.95767809,40.76680971
Parking Garage,1215560,527,-73.95770235,40.74441479
Parking Lot,1215675,38,-73.89197946,40.82702435
Parking Garage,1216003,208,-73.8462843,40.72070726
Parking Garage,1216345,270,-73.98720039,40.69330356
Parking Garage,1216515,268,-73.98702726,40.69386701
Parking Garage,1216678,40,-74.17875884,40.56343272
Parking Garage,1216679,56,-73.96689614,40.77265531
Parking Garage,1216898,23,-73.94343283,40.82347599
Parking Lot,1217499,53,-73.98133574,40.73722408
Parking Garage,1217500,290,-73.98797567,40.77953885
Parking Garage,1217747,300,-73.95988557,40.60764502
Parking Garage,1218108,162,-73.98752486,40.7802131
Parking Garage,1218380,24,-73.95466775,40.8058631
Parking Garage,1218382,33,-73.95552319,40.80677244
Parking Garage,1220146,48,-73.98239566,40.74183565
Parking Lot,1220509,294,-73.98698476,40.71785276
Garage - Parking Lot Combo,1220723,33,-73.91267507,40.84721424
Parking Garage,1220798,120,-73.99508089,40.74635014
Parking Lot,1220864,150,-73.9925265,40.74321642
Parking Garage,1221665,116,-73.97579943,40.7575377
Parking Garage,1222445,31,-73.94744674,40.77936703
Parking Garage,1222741,70,-74.02198907,40.64200817
Parking Garage,1222882,48,-74.03667056,40.63058306
Parking Garage,1223081,691,-73.84346466,40.85263661
Parking Garage,1223083,375,-73.87860283,40.84309035
Parking Lot,1224220,75,-73.80979666,40.70119265
Parking Garage,1225037,189,-73.91789903,40.87723081
Parking Lot,1226001,65,-73.93866903,40.74570245
Parking Garage,1226136,145,-73.95185891,40.79045811
Parking Garage,1226138,400,-73.94403228,40.79161072
Parking Garage,1226477,730,-73.78757403,40.69810488
Parking Garage,1226482,101,-73.98667223,40.74684476
Parking Lot,1226909,100,-73.98583147,40.71612147
Parking Garage,1227121,75,-73.98566702,40.75297222
Parking Garage,1227187,481,-73.82855612,40.70828608
Parking Lot,1227293,25,-73.94498611,40.7934374
Parking Garage,1227911,351,-73.792821,40.71311535
Parking Garage,1228853,19,-73.96382047,40.67886241
Garage - Parking Lot Combo,1228861,36,-73.97424727,40.7890931
Garage - Parking Lot Combo,1228864,180,-73.95918394,40.76920533
Garage - Parking Lot Combo,1228867,85,-73.99735618,40.74394895
Garage - Parking Lot Combo,1228876,660,-73.88334858,40.70122489
Garage - Parking Lot Combo,1228910,60,-73.97156362,40.74544182
Garage - Parking Lot Combo,1230416,200,-73.94892715,40.7850526
Parking Garage,1230569,157,-73.97855607,40.7450027
Parking Lot,1230602,65,-74.01463215,40.7100535
Parking Lot,1230768,50,-73.98771359,40.69085465
Parking Garage,1230769,18,-73.98826699,40.69064271
Parking Lot,1231053,27,-73.9968863,40.75025902
Parking Lot,1231084,36,-73.9968863,40.75025902
Parking Garage,1231149,225,-73.99500852,40.72881591
Parking Garage,1231157,123,-73.98038121,40.74664592
Parking Garage,1231207,155,-73.99536868,40.74154776
Parking Lot,1231226,20,-74.00825385,40.72404332
Parking Garage,1231677,1265,-73.86148085,40.72646492
Parking Garage,1231683,250,-73.9715996,40.79369045
Garage - Parking Lot Combo,1231896,25,-74.01464928,40.71961456
Parking Garage,1232453,42,-74.0046,40.74471527
Parking Garage,1232459,171,-73.9966915,40.75684077
Parking Garage,1232463,14,-73.99147044,40.72974257
Parking Lot,1232549,44,-73.94897265,40.77415717
Parking Garage,1232553,200,-73.98986055,40.75934683
Parking Garage,1232880,67,-73.9766358,40.7483916
Parking Lot,1232901,25,-73.95760842,40.66967152
Parking Garage,1233094,240,-73.9968863,40.75025902
Parking Garage,1233173,14,-73.99158795,40.73999252
Parking Garage,1233434,292,-73.98289846,40.73914078
Parking Garage,1233571,113,-73.99620495,40.73236915
Parking Garage,1233573,134,-73.99462466,40.73227432
Parking Garage,1234291,94,-73.99402975,40.73202619
Parking Garage,1234298,200,-73.96809182,40.75863022
Parking Garage,1234399,78,-73.99317433,40.73170917
Parking Garage,1234400,100,-73.9924189,40.73139441
Parking Garage,1234691,115,-73.9918055,40.76761165
Parking Garage,1234692,150,-73.92625836,40.82035871
Parking Garage,1234693,310,-74.00665517,40.74629618
Parking Lot,1234764,48,-73.98600366,40.71720385
Parking Lot,1235312,150,-73.86148085,40.72646492
Parking Garage,1235835,62,-73.82719028,40.76862022
Parking Lot,1236246,1050,-74.07679791,40.64452641
Parking Lot,1237359,62,-73.92533883,40.86258039
Parking Garage,1237770,25,-73.9799543,40.76725937
Parking Garage,1238787,130,-73.99316056,40.68919576
Parking Garage,1239839,65,-73.99113287,40.74052253
Parking Garage,1240254,300,-74.00899848,40.70402754
Parking Lot,1240692,85,-73.94764195,40.63229592
Parking Garage,1241015,140,-73.91841841,40.84127858
Garage - Parking Lot Combo,1241026,15,-74.0046767,40.67755431
Parking Garage,1241099,100,-73.99789641,40.72553802
Parking Garage,1241268,460,-73.96264842,40.77840671
Parking Garage,1241305,34,-73.9860845,40.74824025
Parking Garage,1241570,190,-73.96503,40.80350656
Parking Lot,1241978,48,-73.87013213,40.82973043
Parking Garage,1242162,162,-73.82147855,40.7512998
Parking Lot,1242535,100,-73.91097176,40.82906624
Parking Garage,1242759,581,-73.95140132,40.78844571
Parking Garage,1243101,28,-73.95205733,40.76918392
Parking Lot,1243603,50,-73.85463913,40.83385482
Parking Garage,1243626,130,-73.99225076,40.72483915
Parking Lot,1243733,35,-73.89274331,40.84362243
Parking Lot,1243909,43,-74.008889,40.72124219
Parking Lot,1243911,49,-74.008889,40.72124219
Parking Garage,1244225,225,-73.98985673,40.69112361
Parking Garage,1244293,170,-73.97241426,40.6819188
Parking Garage,1244304,146,-73.96852702,40.70927404
Parking Garage,1244445,269,-73.792821,40.71311535
Parking Lot,1244617,597,-74.01311037,40.67932916
Parking Lot,1244858,26,-73.8786468,40.87022401
Parking Garage,1245036,950,-73.91094395,40.65528453
Parking Garage,1245038,990,-73.84031025,40.69637041
Parking Lot,1245066,100,-73.93866903,40.74570245
Parking Lot,1245136,200,-73.82147855,40.7512998
Parking Garage,1245513,617,-73.9423792,40.70191202
Parking Garage,1245679,40,-73.94601388,40.77546119
Parking Garage,1245680,41,-73.97419864,40.74407485
Parking Garage,1246208,62,-73.99530572,40.76044251
Parking Lot,1246253,20,-73.90973295,40.81340534
Parking Garage,1246280,50,-73.94556422,40.77527233
Parking Garage,1246538,149,-73.97249316,40.75945441
Parking Garage,1246823,26,-73.97796463,40.74883614
Parking Garage,1246949,121,-73.97297648,40.75245653
Parking Garage,1246951,29,-73.97297648,40.75245653
Parking Garage,1246955,112,-73.99222105,40.73130448
Parking Lot,1246956,100,-73.7671415,40.7172223
Parking Garage,1247021,72,-74.03013526,40.61835024
Parking Garage,1247310,95,-73.95473768,40.76554544
Parking Garage,1247355,261,-73.98356058,40.75876977
Parking Garage,1247513,43,-74.0046,40.74471527
Parking Garage,1247739,921,-73.67963193,40.74529996
Parking Garage,1247801,120,-73.9833447,40.77440515
Parking Lot,1248142,52,-73.80979666,40.70119265
Parking Garage,1248251,20,-73.94808664,40.78045925
Parking Lot,1248458,32,-73.91177058,40.84547515
Parking Lot,1248479,60,-73.99789641,40.72553802
Parking Lot,1248480,45,-73.98289846,40.73914078
Parking Lot,1248807,50,-73.82147855,40.7512998
Parking Lot,1249121,49,-73.91068759,40.84999284
Parking Lot,1249153,38,-73.94524861,40.79348473
Parking Lot,1249180,30,-73.99581655,40.75650299
Parking Garage,1249271,75,-73.9798194,40.78204423
Parking Lot,1249729,30,-73.91869088,40.80646668
Parking Garage,1249767,25,-73.97925387,40.74287795
Parking Lot,1249859,71,-73.93866903,40.74570245
Parking Garage,1250226,140,-73.92976314,40.84971821
Parking Garage,1250358,648,-73.98986055,40.75934683
Parking Garage,1250448,42,-73.98248139,40.73974911
Parking Lot,1250694,42,-73.91877021,40.81814745
Parking Garage,1250775,121,-73.96058557,40.65924837
Parking Garage,1250811,125,-73.86148085,40.72646492
Parking Garage,1250870,136,-73.94616043,40.77731872
Parking Garage,1250880,154,-73.99725415,40.71755002
Parking Lot,1250917,20,-73.89894868,40.85107579
Parking Lot,1251057,25,-73.93866903,40.74570245
Parking Garage,1251085,72,-73.96172504,40.76769105
Parking Garage,1251091,220,-73.84912218,40.72354662
Parking Garage,1251102,88,-73.96060232,40.65950777
Parking Garage,1251117,51,-73.97297648,40.75245653
Parking Garage,1251120,67,-73.97185378,40.64944731
Parking Garage,1251169,50,-74.02168127,40.63726576
Parking Garage,1251175,225,-73.95918394,40.76920533
Parking Lot,1251177,80,-73.98792646,40.75728448
Parking Garage,1251181,143,-73.95856741,40.77740043
Parking Garage,1251237,68,-74.008889,40.72124219
Parking Lot,1251238,24,-73.92817134,40.86626574
Parking Lot,1251241,60,-73.99172128,40.74651511
Parking Lot,1251263,16,-73.94351984,40.68003551
Parking Lot,1251487,77,-73.91666032,40.86770047
Parking Lot,1251700,26,-73.89509402,40.82780904
Parking Garage,1252781,100,-73.92926058,40.86710363
Parking Garage,1253416,63,-73.94274623,40.82341642
Parking Garage,1253687,60,-74.01188586,40.71669379
Parking Lot,1254337,125,-73.93697606,40.82894014
Parking Garage,1254341,200,-73.99124437,40.75780798
Garage - Parking Lot Combo,1254421,200,-73.9968863,40.75025902
Parking Garage,1254733,94,-73.97968154,40.66555725
Parking Garage,1254915,32,-73.91130832,40.88452719
Parking Garage,1256221,18,-73.96704656,40.75667845
Parking Garage,1256344,525,-73.9386694,40.85470281
Parking Garage,1257136,56,-73.96266033,40.75731287
Parking Garage,1257232,79,-73.9885876,40.70173816
Parking Garage,1257397,70,-73.98373145,40.73994696
Parking Garage,1257424,320,-73.97911149,40.72664936
Parking Garage,1257426,510,-73.97948764,40.73463949
Parking Garage,1257428,320,-73.97951495,40.73023464
Parking Garage,1257429,210,-73.97911149,40.72664936
Parking Garage,1257431,320,-73.97757907,40.73382685
Parking Garage,1257433,580,-73.97911149,40.72664936
Parking Garage,1257438,20,-73.98650196,40.76739374
Parking Garage,1257992,87,-73.98978273,40.73029758
Parking Garage,1258315,272,-73.91427169,40.81866929
Parking Lot,1258355,43,-73.90034672,40.84760352
Parking Lot,1258468,100,-73.9966915,40.75684077
Parking Lot,1258489,89,-73.9968863,40.75025902